unique_sample_id	raw_image_id	experiment_type	replicate	timepoint	animal_id	image_id	image_type	treatment	is_control	raw_image_path	curated_image_id	curated_image_path	segmentation_path	notes
R1-T20-U0126-A8-I0-PRI	R1_T20_U0126_8	inhibitor	R1	T20	8	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_8.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A8-I0-PRI	R1_T20_U0126_dmso_8	inhibitor	R1	T20	8	0	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_8.tif	NA	NA	NA	NA
R1-T20-ZVAD-A8-I0-PRI	R1_T20_ZVAD_8	inhibitor	R1	T20	8	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_8.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A8-I0-PRI	R1_T20_ZVAD_dmso_8	inhibitor	R1	T20	8	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_8.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A8-I0-PRI	R1_T20_staurosporine_8	inhibitor	R1	T20	8	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_8.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A8-I0-PRI	R1_T20_staurosporine_dmso_8	inhibitor	R1	T20	8	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_8.tif	NA	NA	NA	NA
R1-T20-QVD-A8-I0-PRI	R1_T20_QVD_8	inhibitor	R1	T20	8	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_8.tif	NA	NA	NA	NA
R1-T20-AZD8055-A8-I1-PRI	R1_T20_AZD8055_8_0001	inhibitor	R1	T20	8	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_8_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A8-I1-PRI	R1_T20_AZD8055_dmso_8_0001	inhibitor	R1	T20	8	1	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_8_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A8-I1-PRI	R1_T20_U0126_8_0001	inhibitor	R1	T20	8	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_8_0001.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A8-I1-PRI	R1_T20_U0126_dmso_8_0001	inhibitor	R1	T20	8	1	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_8_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD-A8-I1-PRI	R1_T20_ZVAD_8_0001	inhibitor	R1	T20	8	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_8_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A8-I1-PRI	R1_T20_ZVAD_dmso_8_0001	inhibitor	R1	T20	8	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_8_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A8-I1-PRI	R1_T20_staurosporine_8_0001	inhibitor	R1	T20	8	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_8_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A8-I1-PRI	R1_T20_staurosporine_dmso_8_0001	inhibitor	R1	T20	8	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_8_0001.tif	NA	NA	NA	NA
R1-T20-QVD-A8-I1-PRI	R1_T20_QVD_8_0001	inhibitor	R1	T20	8	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_8_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055-A9-I0-PRI	R1_T20_AZD8055_9	inhibitor	R1	T20	9	0	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_9.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A9-I0-PRI	R1_T20_AZD8055_dmso_9	inhibitor	R1	T20	9	0	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_9.tif	NA	NA	NA	NA
R1-T20-U0126-A9-I0-PRI	R1_T20_U0126_9	inhibitor	R1	T20	9	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_9.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A9-I0-PRI	R1_T20_U0126_dmso_9	inhibitor	R1	T20	9	0	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_9.tif	NA	NA	NA	NA
R1-T20-ZVAD-A9-I0-PRI	R1_T20_ZVAD_9	inhibitor	R1	T20	9	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_9.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A9-I0-PRI	R1_T20_ZVAD_dmso_9	inhibitor	R1	T20	9	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_9.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A9-I0-PRI	R1_T20_staurosporine_9	inhibitor	R1	T20	9	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_9.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A9-I0-PRI	R1_T20_staurosporine_dmso_9	inhibitor	R1	T20	9	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_9.tif	NA	NA	NA	NA
R1-T20-QVD_CTRL-A9-I0-PRI	R1_T20_QVD_dmso_9	inhibitor	R1	T20	9	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_dmso_9.tif	NA	NA	NA	NA
R1-T20-AZD8055-A9-I1-PRI	R1_T20_AZD8055_9_0001	inhibitor	R1	T20	9	1	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_9_0001.tif	NA	NA	NA	NA
R1-T20-AZD8055_CTRL-A9-I1-PRI	R1_T20_AZD8055_dmso_9_0001	inhibitor	R1	T20	9	1	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_AZD8055/R1_T20_AZD8055_dmso_9_0001.tif	NA	NA	NA	NA
R1-T20-U0126-A9-I1-PRI	R1_T20_U0126_9_0001	inhibitor	R1	T20	9	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_9_0001.tif	NA	NA	NA	NA
R1-T20-U0126_CTRL-A9-I1-PRI	R1_T20_U0126_dmso_9_0001	inhibitor	R1	T20	9	1	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_U0126/R1_T20_U0126_dmso_9_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD-A9-I1-PRI	R1_T20_ZVAD_9_0001	inhibitor	R1	T20	9	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_9_0001.tif	NA	NA	NA	NA
R1-T20-ZVAD_CTRL-A9-I1-PRI	R1_T20_ZVAD_dmso_9_0001	inhibitor	R1	T20	9	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_ZVAD/R1_T20_ZVAD_dmso_9_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A9-I1-PRI	R1_T20_staurosporine_9_0001	inhibitor	R1	T20	9	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_9_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE_CTRL-A9-I1-PRI	R1_T20_staurosporine_dmso_9_0001	inhibitor	R1	T20	9	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_dmso_9_0001.tif	NA	NA	NA	NA
R1-T20-QVD-A9-I1-PRI	R1_T20_QVD_9_0001	inhibitor	R1	T20	9	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_9_0001.tif	NA	NA	NA	NA
R1-T20-STAUROSPORINE-A9-I2-PRI	R1_T20_staurosporine_9_0002	inhibitor	R1	T20	9	2	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T20_staurosporine/R1_T20_staurosporine_9_0002.tif	NA	NA	NA	NA
R1-T20-QVD-A9-I2-PRI	R1_T20_QVD_9_0002	inhibitor	R1	T20	9	2	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T20_QVD/R1_T20_QVD_9_0002.tif	NA	NA	NA	NA
R1-T5-U0126-A1-I0-PRI	R1_T5_U0126_1	inhibitor	R1	T5	1	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_1.tif	NA	NA	NA	NA
R1-T5-U0126_CTRL-A1-I0-PRI	R1_T5_U0126_dmso_1	inhibitor	R1	T5	1	0	primary	U0126	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_dmso_1.tif	NA	NA	NA	NA
R1-T5-ZVAD-A1-I0-PRI	R1_T5_ZVAD_1	inhibitor	R1	T5	1	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_1.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A1-I0-PRI	R1_T5_ZVAD_dmso_1	inhibitor	R1	T5	1	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_1.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE_CTRL-A1-I0-PRI	R1_T5_staroporine_dmso_1	inhibitor	R1	T5	1	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_dmso_1.tif	NA	NA	NA	NA
R1-T5-QVD-A1-I0-PRI	R1_T5_QVD_1	inhibitor	R1	T5	1	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_1.tif	NA	NA	NA	NA
R1-T5-QVD_CTRL-A1-I0-PRI	R1_T5_QVD_dmso_1	inhibitor	R1	T5	1	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_dmso_1.tif	NA	NA	NA	NA
R1-T5-ZVAD-A1-I1-PRI	R1_T5_ZVAD_1_0001	inhibitor	R1	T5	1	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_1_0001.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A1-I1-PRI	R1_T5_staroporine_1_0001	inhibitor	R1	T5	1	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_1_0001.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE_CTRL-A1-I1-PRI	R1_T5_staroporine_dmso_1_0001	inhibitor	R1	T5	1	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_dmso_1_0001.tif	NA	NA	NA	NA
R1-T5-QVD-A1-I1-PRI	R1_T5_QVD_1_0001	inhibitor	R1	T5	1	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_1_0001.tif	NA	NA	NA	NA
R1-T5-QVD_CTRL-A1-I1-PRI	R1_T5_QVD_dmso_1_0001	inhibitor	R1	T5	1	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_dmso_1_0001.tif	NA	NA	NA	NA
R1-T5-U0126-A1-I2-PRI	R1_T5_U0126_1_0002	inhibitor	R1	T5	1	2	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_1_0002.tif	NA	NA	NA	NA
R1-T5-ZVAD-A1-I2-PRI	R1_T5_ZVAD_1_0002	inhibitor	R1	T5	1	2	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_1_0002.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A1-I2-PRI	R1_T5_staroporine_1_0002	inhibitor	R1	T5	1	2	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_1_0002.tif	NA	NA	NA	NA
R1-T5-QVD_CTRL-A1-I2-PRI	R1_T5_QVD_dmso_1_0002	inhibitor	R1	T5	1	2	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_dmso_1_0002.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A1-I3-PRI	R1_T5_ZVAD_dmso_1_0003	inhibitor	R1	T5	1	3	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_1_0003.tif	NA	NA	NA	NA
R1-T5-AZD8055-A1-I4-PRI	R1_T5_AZD8055_1_0004	inhibitor	R1	T5	1	4	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_1_0004.tif	NA	NA	NA	NA
R1-T5-AZD8055-A1-I5-PRI	R1_T5_AZD8055_1_0005	inhibitor	R1	T5	1	5	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_1_0005.tif	NA	NA	NA	NA
R1-T5-AZD8055_CTRL-A10-I0-PRI	R1_T5_AZD8055_dmso_10	inhibitor	R1	T5	10	0	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_dmso_10.tif	NA	NA	NA	NA
R1-T5-U0126-A10-I0-PRI	R1_T5_U0126_10	inhibitor	R1	T5	10	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_10.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A10-I0-PRI	R1_T5_ZVAD_dmso_10	inhibitor	R1	T5	10	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_10.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A10-I0-PRI	R1_T5_staroporine_10	inhibitor	R1	T5	10	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_10.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE_CTRL-A10-I0-PRI	R1_T5_staroporine_dmso_10	inhibitor	R1	T5	10	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_dmso_10.tif	NA	NA	NA	NA
R1-T5-QVD-A10-I0-PRI	R1_T5_QVD_10	inhibitor	R1	T5	10	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_10.tif	NA	NA	NA	NA
R1-T5-U0126-A10-I1-PRI	R1_T5_U0126_10_0001	inhibitor	R1	T5	10	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_10_0001.tif	NA	NA	NA	NA
R1-T5-ZVAD-A10-I1-PRI	R1_T5_ZVAD_10_0001	inhibitor	R1	T5	10	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_10_0001.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A10-I1-PRI	R1_T5_staroporine_10_0001	inhibitor	R1	T5	10	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_10_0001.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE_CTRL-A10-I1-PRI	R1_T5_staroporine_dmso_10_0001	inhibitor	R1	T5	10	1	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_dmso_10_0001.tif	NA	NA	NA	NA
R1-T5-ZVAD-A10-I2-PRI	R1_T5_ZVAD_10_0002	inhibitor	R1	T5	10	2	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_10_0002.tif	NA	NA	NA	NA
R1-T5-AZD8055_CTRL-A11-I0-PRI	R1_T5_AZD8055_dmso_11	inhibitor	R1	T5	11	0	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_dmso_11.tif	NA	NA	NA	NA
R1-T5-U0126-A11-I0-PRI	R1_T5_U0126_11	inhibitor	R1	T5	11	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_11.tif	NA	NA	NA	NA
R1-T5-ZVAD-A11-I0-PRI	R1_T5_ZVAD_11	inhibitor	R1	T5	11	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_11.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A11-I0-PRI	R1_T5_staroporine_11	inhibitor	R1	T5	11	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_11.tif	NA	NA	NA	NA
R1-T5-QVD-A11-I0-PRI	R1_T5_QVD_11	inhibitor	R1	T5	11	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_11.tif	NA	NA	NA	NA
R1-T5-U0126-A11-I1-PRI	R1_T5_U0126_11_0001	inhibitor	R1	T5	11	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_11_0001.tif	NA	NA	NA	NA
R1-T5-ZVAD-A11-I1-PRI	R1_T5_ZVAD_11_0001	inhibitor	R1	T5	11	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_11_0001.tif	NA	NA	NA	NA
R1-T5-QVD-A11-I1-PRI	R1_T5_QVD_11_0001	inhibitor	R1	T5	11	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_11_0001.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A11-I2-PRI	R1_T5_ZVAD_dmso_11_0002	inhibitor	R1	T5	11	2	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_11_0002.tif	NA	NA	NA	NA
R1-T5-U0126-A12-I0-PRI	R1_T5_U0126_12	inhibitor	R1	T5	12	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_12.tif	NA	NA	NA	NA
R1-T5-ZVAD-A12-I0-PRI	R1_T5_ZVAD_12	inhibitor	R1	T5	12	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_12.tif	NA	NA	NA	NA
R1-T5-QVD-A12-I0-PRI	R1_T5_QVD_12	inhibitor	R1	T5	12	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_12.tif	NA	NA	NA	NA
R1-T5-ZVAD-A12-I2-PRI	R1_T5_ZVAD_12_0002	inhibitor	R1	T5	12	2	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_12_0002.tif	NA	NA	NA	NA
R1-T5-QVD-A13-I0-PRI	R1_T5_QVD_13	inhibitor	R1	T5	13	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_13.tif	NA	NA	NA	NA
R1-T5-QVD-A13-I1-PRI	R1_T5_QVD_13_0001	inhibitor	R1	T5	13	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_13_0001.tif	NA	NA	NA	NA
R1-T5-U0126-A2-I0-PRI	R1_T5_U0126_2	inhibitor	R1	T5	2	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_2.tif	NA	NA	NA	NA
R1-T5-ZVAD-A2-I0-PRI	R1_T5_ZVAD_2	inhibitor	R1	T5	2	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_2.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A2-I0-PRI	R1_T5_ZVAD_dmso_2	inhibitor	R1	T5	2	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_2.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A2-I0-PRI	R1_T5_staroporine_2	inhibitor	R1	T5	2	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_2.tif	NA	NA	NA	NA
R1-T5-QVD-A2-I0-PRI	R1_T5_QVD_2	inhibitor	R1	T5	2	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_2.tif	NA	NA	NA	NA
R1-T5-U0126-A2-I1-PRI	R1_T5_U0126_2_0001	inhibitor	R1	T5	2	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_2_0001.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A2-I1-PRI	R1_T5_ZVAD_dmso_2_0001	inhibitor	R1	T5	2	1	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_2_0001.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A2-I1-PRI	R1_T5_staroporine_2_0001	inhibitor	R1	T5	2	1	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_2_0001.tif	NA	NA	NA	NA
R1-T5-QVD-A2-I1-PRI	R1_T5_QVD_2_0001	inhibitor	R1	T5	2	1	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_2_0001.tif	NA	NA	NA	NA
R1-T5-QVD_CTRL-A2-I1-PRI	R1_T5_QVD_dmso_2_0001	inhibitor	R1	T5	2	1	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_dmso_2_0001.tif	NA	NA	NA	NA
R1-T5-AZD8055-A2-I2-PRI	R1_T5_AZD8055_2_0002	inhibitor	R1	T5	2	2	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_2_0002.tif	NA	NA	NA	NA
R1-T5-U0126-A2-I2-PRI	R1_T5_U0126_2_0002	inhibitor	R1	T5	2	2	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_2_0002.tif	NA	NA	NA	NA
R1-T5-QVD-A2-I2-PRI	R1_T5_QVD_2_0002	inhibitor	R1	T5	2	2	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_2_0002.tif	NA	NA	NA	NA
R1-T5-AZD8055-A2-I3-PRI	R1_T5_AZD8055_2_0003	inhibitor	R1	T5	2	3	primary	AZD8055	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_2_0003.tif	NA	NA	NA	NA
R1-T5-AZD8055_CTRL-A2-I3-PRI	R1_T5_AZD8055_dmso_2_0003	inhibitor	R1	T5	2	3	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_dmso_2_0003.tif	NA	NA	NA	NA
R1-T5-U0126-A3-I0-PRI	R1_T5_U0126_3	inhibitor	R1	T5	3	0	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_3.tif	NA	NA	NA	NA
R1-T5-ZVAD-A3-I0-PRI	R1_T5_ZVAD_3	inhibitor	R1	T5	3	0	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_3.tif	NA	NA	NA	NA
R1-T5-ZVAD_CTRL-A3-I0-PRI	R1_T5_ZVAD_dmso_3	inhibitor	R1	T5	3	0	primary	ZVAD	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_dmso_3.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE-A3-I0-PRI	R1_T5_staroporine_3	inhibitor	R1	T5	3	0	primary	STAUROSPORINE	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_3.tif	NA	NA	NA	NA
R1-T5-STAUROSPORINE_CTRL-A3-I0-PRI	R1_T5_staroporine_dmso_3	inhibitor	R1	T5	3	0	primary	STAUROSPORINE	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_staurosporine/R1_T5_staroporine_dmso_3.tif	NA	NA	NA	NA
R1-T5-QVD-A3-I0-PRI	R1_T5_QVD_3	inhibitor	R1	T5	3	0	primary	QVD	False	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_3.tif	NA	NA	NA	NA
R1-T5-QVD_CTRL-A3-I0-PRI	R1_T5_QVD_dmso_3	inhibitor	R1	T5	3	0	primary	QVD	True	250723_qvd_inhibitor_raw/R1_T5_QVD/R1_T5_QVD_dmso_3.tif	NA	NA	NA	NA
R1-T5-AZD8055_CTRL-A3-I1-PRI	R1_T5_AZD8055_dmso_3_0001	inhibitor	R1	T5	3	1	primary	AZD8055	True	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_AZD8055/R1_T5_AZD8055_dmso_3_0001.tif	NA	NA	NA	NA
R1-T5-U0126-A3-I1-PRI	R1_T5_U0126_3_0001	inhibitor	R1	T5	3	1	primary	U0126	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_U0126/R1_T5_U0126_3_0001.tif	NA	NA	NA	NA
R1-T5-ZVAD-A3-I1-PRI	R1_T5_ZVAD_3_0001	inhibitor	R1	T5	3	1	primary	ZVAD	False	241213_Inhibitors_raw_dataset_R1_R2/R1_T5_ZVAD/R1_T5_ZVAD_3_0001.tif	NA	NA	NA	NA
